lTid,cDealable,CurrencyPair,RateDateTime,RateBid,RateAsk
6345119492,D,COR/USD,2018-01-15 20:00:01.047000000,3.470000,3.472500
6345119520,D,COR/USD,2018-01-15 20:00:01.297000000,3.471300,3.473800
6345119551,D,COR/USD,2018-01-15 20:00:01.547000000,3.472500,3.475000
6345119947,D,COR/USD,2018-01-15 20:00:11.297000000,3.473800,3.476300
6345119952,D,COR/USD,2018-01-15 20:00:11.547000000,3.475000,3.477500
6345121060,D,COR/USD,2018-01-15 20:00:30.547000000,3.477500,3.480000
6345121501,D,COR/USD,2018-01-15 20:00:44.047000000,3.478800,3.481300
6345121509,D,COR/USD,2018-01-15 20:00:44.310000000,3.480000,3.482500
6345122291,D,COR/USD,2018-01-15 20:01:19.797000000,3.481300,3.483800
6345122296,D,COR/USD,2018-01-15 20:01:20.047000000,3.482500,3.485000
6345122432,D,COR/USD,2018-01-15 20:01:33.297000000,3.483800,3.486300
6345122438,D,COR/USD,2018-01-15 20:01:33.547000000,3.485000,3.487500
6345123183,D,COR/USD,2018-01-15 20:02:09.297000000,3.486300,3.488800
6345123185,D,COR/USD,2018-01-15 20:02:09.547000000,3.487500,3.490000
6345123213,D,COR/USD,2018-01-15 20:02:11.047000000,3.488800,3.491300
6345123240,D,COR/USD,2018-01-15 20:02:11.297000000,3.490000,3.492500
6345123268,D,COR/USD,2018-01-15 20:02:11.797000000,3.487500,3.490000
6345123276,D,COR/USD,2018-01-15 20:02:12.297000000,3.490000,3.492500
6345123298,D,COR/USD,2018-01-15 20:02:14.047000000,3.487500,3.490000
6345126082,D,COR/USD,2018-01-15 20:04:07.547000000,3.490000,3.492500
6345128205,D,COR/USD,2018-01-15 20:05:54.297000000,3.487500,3.490000
6345128468,D,COR/USD,2018-01-15 20:06:02.810000000,3.485000,3.487500
6345128640,D,COR/USD,2018-01-15 20:06:06.297000000,3.487500,3.490000
6345128741,D,COR/USD,2018-01-15 20:06:08.547000000,3.485000,3.487500
6345130604,D,COR/USD,2018-01-15 20:07:01.297000000,3.487500,3.490000
6345133608,D,COR/USD,2018-01-15 20:08:08.047000000,3.486300,3.488800
6345133618,D,COR/USD,2018-01-15 20:08:08.297000000,3.485000,3.487500
6345141853,D,COR/USD,2018-01-15 20:13:03.543000000,3.482500,3.485000
6345151837,D,COR/USD,2018-01-15 20:16:51.543000000,3.480000,3.482500
6345160201,D,COR/USD,2018-01-15 20:20:43.043000000,3.481300,3.483800
6345160231,D,COR/USD,2018-01-15 20:20:43.293000000,3.482500,3.485000
6345161939,D,COR/USD,2018-01-15 20:21:30.543000000,3.480000,3.482500
6345162100,D,COR/USD,2018-01-15 20:21:34.043000000,3.481300,3.483800
6345162103,D,COR/USD,2018-01-15 20:21:34.293000000,3.482500,3.485000
6345172823,D,COR/USD,2018-01-15 20:29:27.790000000,3.480000,3.482500
6345173636,D,COR/USD,2018-01-15 20:29:56.040000000,3.482500,3.485000
6345225898,D,COR/USD,2018-01-15 21:04:20.787000000,3.485000,3.487500
6345227737,D,COR/USD,2018-01-15 21:05:49.037000000,3.487500,3.490000
6345228345,D,COR/USD,2018-01-15 21:06:28.033000000,3.486300,3.488800
6345228371,D,COR/USD,2018-01-15 21:06:28.283000000,3.485000,3.487500
6345242231,D,COR/USD,2018-01-15 21:13:29.783000000,3.483800,3.486300
6345242235,D,COR/USD,2018-01-15 21:13:30.033000000,3.482500,3.485000
6345275829,D,COR/USD,2018-01-15 21:34:29.280000000,3.480000,3.482500
6345320603,D,COR/USD,2018-01-15 22:05:16.273000000,3.477500,3.480000
6345387948,D,COR/USD,2018-01-15 23:01:04.263000000,3.475000,3.477500
6345391292,D,COR/USD,2018-01-15 23:04:36.013000000,3.477500,3.480000
6345423972,D,COR/USD,2018-01-15 23:41:32.757000000,3.476300,3.478800
6345423974,D,COR/USD,2018-01-15 23:41:33.007000000,3.475000,3.477500
6345506445,D,COR/USD,2018-01-16 00:57:47.993000000,3.476300,3.478800
6345506448,D,COR/USD,2018-01-16 00:57:48.243000000,3.477500,3.480000
6345779861,D,COR/USD,2018-01-16 02:41:07.477000000,3.478800,3.481300
6345779869,D,COR/USD,2018-01-16 02:41:07.727000000,3.477500,3.480000
6345908620,D,COR/USD,2018-01-16 03:19:06.220000000,3.475000,3.477500
6346093085,D,COR/USD,2018-01-16 04:17:14.710000000,3.472500,3.475000
6346206769,D,COR/USD,2018-01-16 04:56:07.453000000,3.473800,3.476300
6346206777,D,COR/USD,2018-01-16 04:56:07.703000000,3.472500,3.475000
6346206791,D,COR/USD,2018-01-16 04:56:07.953000000,3.473800,3.476300
6346206802,D,COR/USD,2018-01-16 04:56:08.203000000,3.475000,3.477500
6346605820,D,COR/USD,2018-01-16 07:32:34.173000000,3.476300,3.478800
6346605827,D,COR/USD,2018-01-16 07:32:34.423000000,3.477500,3.480000
6346640826,D,COR/USD,2018-01-16 07:48:20.670000000,3.480000,3.482500
6346648171,D,COR/USD,2018-01-16 07:52:00.920000000,3.482500,3.485000
6346660978,D,COR/USD,2018-01-16 07:56:52.170000000,3.480000,3.482500
6346663492,D,COR/USD,2018-01-16 07:57:49.920000000,3.481300,3.483800
6346663498,D,COR/USD,2018-01-16 07:57:50.170000000,3.482500,3.485000
6346665042,D,COR/USD,2018-01-16 07:58:20.920000000,3.480000,3.482500
6346665121,D,COR/USD,2018-01-16 07:58:23.420000000,3.482500,3.485000
6346665823,D,COR/USD,2018-01-16 07:58:38.170000000,3.480000,3.482500
6346738229,D,COR/USD,2018-01-16 08:27:07.663000000,3.482500,3.485000
6346937642,D,COR/USD,2018-01-16 09:30:00.420000000,3.482500,3.485000
6346937678,D,COR/USD,2018-01-16 09:30:00.653000000,3.480000,3.482500
6346937736,D,COR/USD,2018-01-16 09:30:01.403000000,3.475000,3.477500
6346937756,D,COR/USD,2018-01-16 09:30:01.653000000,3.476300,3.478800
6346937777,D,COR/USD,2018-01-16 09:30:01.903000000,3.477500,3.480000
6346937798,D,COR/USD,2018-01-16 09:30:02.153000000,3.475000,3.477500
6346937846,D,COR/USD,2018-01-16 09:30:02.653000000,3.476300,3.478800
6346937874,D,COR/USD,2018-01-16 09:30:02.920000000,3.477500,3.480000
6346939053,D,COR/USD,2018-01-16 09:30:15.153000000,3.475000,3.477500
6346941171,D,COR/USD,2018-01-16 09:30:48.153000000,3.472500,3.475000
6346941389,D,COR/USD,2018-01-16 09:30:51.653000000,3.473800,3.476300
6346941411,D,COR/USD,2018-01-16 09:30:51.903000000,3.475000,3.477500
6346942012,D,COR/USD,2018-01-16 09:31:00.653000000,3.472500,3.475000
6346943202,D,COR/USD,2018-01-16 09:31:21.153000000,3.473800,3.476300
6346943218,D,COR/USD,2018-01-16 09:31:21.403000000,3.475000,3.477500
6346943233,D,COR/USD,2018-01-16 09:31:21.653000000,3.472500,3.475000
6346944013,D,COR/USD,2018-01-16 09:31:32.403000000,3.473800,3.476300
6346944018,D,COR/USD,2018-01-16 09:31:32.653000000,3.475000,3.477500
6346946515,D,COR/USD,2018-01-16 09:32:10.153000000,3.472500,3.475000
6346947137,D,COR/USD,2018-01-16 09:32:21.653000000,3.475000,3.477500
6346947382,D,COR/USD,2018-01-16 09:32:25.403000000,3.472500,3.475000
6346948387,D,COR/USD,2018-01-16 09:32:42.403000000,3.473800,3.476300
6346948403,D,COR/USD,2018-01-16 09:32:42.653000000,3.475000,3.477500
6346949394,D,COR/USD,2018-01-16 09:32:58.903000000,3.472500,3.475000
6346949452,D,COR/USD,2018-01-16 09:32:59.653000000,3.475000,3.477500
6346950730,D,COR/USD,2018-01-16 09:33:26.653000000,3.473800,3.476300
6346950748,D,COR/USD,2018-01-16 09:33:26.903000000,3.472500,3.475000
6346950866,D,COR/USD,2018-01-16 09:33:28.653000000,3.475000,3.477500
6346951083,D,COR/USD,2018-01-16 09:33:33.153000000,3.472500,3.475000
6346952320,D,COR/USD,2018-01-16 09:33:56.417000000,3.473800,3.476300
6346952360,D,COR/USD,2018-01-16 09:33:56.653000000,3.472500,3.475000
6346952409,D,COR/USD,2018-01-16 09:33:57.153000000,3.472500,3.477500
6346952446,D,COR/USD,2018-01-16 09:33:57.903000000,3.472500,3.475000
6346954253,D,COR/USD,2018-01-16 09:34:23.903000000,3.473800,3.476300
6346954269,D,COR/USD,2018-01-16 09:34:24.153000000,3.475000,3.477500
6346957668,D,COR/USD,2018-01-16 09:35:19.403000000,3.473800,3.476300
6346957673,D,COR/USD,2018-01-16 09:35:19.653000000,3.475000,3.477500
6346962262,D,COR/USD,2018-01-16 09:36:30.403000000,3.472500,3.475000
6346976120,D,COR/USD,2018-01-16 09:40:36.150000000,3.473800,3.476300
6346976127,D,COR/USD,2018-01-16 09:40:36.400000000,3.475000,3.477500
6346976335,D,COR/USD,2018-01-16 09:40:39.650000000,3.472500,3.475000
6346986399,D,COR/USD,2018-01-16 09:43:25.650000000,3.470000,3.472500
6346988585,D,COR/USD,2018-01-16 09:43:59.150000000,3.467500,3.470000
6347001815,D,COR/USD,2018-01-16 09:46:32.667000000,3.466300,3.468800
6347001846,D,COR/USD,2018-01-16 09:46:32.900000000,3.465000,3.467500
6347008508,D,COR/USD,2018-01-16 09:48:00.417000000,3.463800,3.466300
6347008625,D,COR/USD,2018-01-16 09:48:01.167000000,3.465000,3.467500
6347009504,D,COR/USD,2018-01-16 09:48:12.900000000,3.463800,3.466300
6347009535,D,COR/USD,2018-01-16 09:48:13.167000000,3.462500,3.465000
6347010249,D,COR/USD,2018-01-16 09:48:23.650000000,3.465000,3.467500
6347023869,D,COR/USD,2018-01-16 09:51:41.650000000,3.462500,3.465000
6347024499,D,COR/USD,2018-01-16 09:51:51.650000000,3.463800,3.466300
6347024523,D,COR/USD,2018-01-16 09:51:51.900000000,3.465000,3.467500
6347024579,D,COR/USD,2018-01-16 09:51:53.650000000,3.463800,3.466300
6347024587,D,COR/USD,2018-01-16 09:51:53.900000000,3.462500,3.465000
6347039932,D,COR/USD,2018-01-16 09:55:53.897000000,3.463800,3.466300
6347039960,D,COR/USD,2018-01-16 09:55:54.147000000,3.462500,3.465000
6347040255,D,COR/USD,2018-01-16 09:56:00.397000000,3.465000,3.467500
6347040788,D,COR/USD,2018-01-16 09:56:06.647000000,3.463800,3.466300
6347040809,D,COR/USD,2018-01-16 09:56:06.897000000,3.462500,3.465000
6347041015,D,COR/USD,2018-01-16 09:56:10.897000000,3.465000,3.467500
6347041221,D,COR/USD,2018-01-16 09:56:15.147000000,3.463800,3.466300
6347041244,D,COR/USD,2018-01-16 09:56:15.397000000,3.462500,3.467500
6347041276,D,COR/USD,2018-01-16 09:56:15.647000000,3.463800,3.466300
6347041287,D,COR/USD,2018-01-16 09:56:15.897000000,3.462500,3.465000
6347043796,D,COR/USD,2018-01-16 09:56:46.897000000,3.465000,3.467500
6347044362,D,COR/USD,2018-01-16 09:56:57.147000000,3.462500,3.467500
6347044491,D,COR/USD,2018-01-16 09:57:00.397000000,3.465000,3.467500
6347046888,D,COR/USD,2018-01-16 09:57:36.647000000,3.463800,3.466300
6347046910,D,COR/USD,2018-01-16 09:57:36.913000000,3.462500,3.465000
6347047193,D,COR/USD,2018-01-16 09:57:39.647000000,3.463800,3.466300
6347047197,D,COR/USD,2018-01-16 09:57:39.897000000,3.462500,3.465000
6347047219,D,COR/USD,2018-01-16 09:57:40.647000000,3.465000,3.467500
6347047230,D,COR/USD,2018-01-16 09:57:40.897000000,3.462500,3.465000
6347047766,D,COR/USD,2018-01-16 09:57:51.647000000,3.465000,3.467500
6347047798,D,COR/USD,2018-01-16 09:57:52.397000000,3.462500,3.467500
6347048000,D,COR/USD,2018-01-16 09:57:57.647000000,3.465000,3.467500
6347048203,D,COR/USD,2018-01-16 09:58:01.897000000,3.462500,3.465000
6347048517,D,COR/USD,2018-01-16 09:58:08.897000000,3.463800,3.466300
6347048524,D,COR/USD,2018-01-16 09:58:09.147000000,3.465000,3.467500
6347051564,D,COR/USD,2018-01-16 09:58:57.897000000,3.462500,3.465000
6347051594,D,COR/USD,2018-01-16 09:58:58.397000000,3.465000,3.467500
6347072605,D,COR/USD,2018-01-16 10:03:32.647000000,3.466300,3.468800
6347072623,D,COR/USD,2018-01-16 10:03:32.897000000,3.465000,3.467500
6347073175,D,COR/USD,2018-01-16 10:03:43.647000000,3.467500,3.470000
6347073471,D,COR/USD,2018-01-16 10:03:47.647000000,3.466300,3.468800
6347073485,D,COR/USD,2018-01-16 10:03:47.897000000,3.465000,3.467500
6347079918,D,COR/USD,2018-01-16 10:05:27.897000000,3.466300,3.468800
6347079937,D,COR/USD,2018-01-16 10:05:28.147000000,3.467500,3.470000
6347080682,D,COR/USD,2018-01-16 10:05:39.647000000,3.466300,3.468800
6347080712,D,COR/USD,2018-01-16 10:05:39.897000000,3.465000,3.467500
6347080761,D,COR/USD,2018-01-16 10:05:40.397000000,3.467500,3.470000
6347084203,D,COR/USD,2018-01-16 10:06:36.897000000,3.466300,3.468800
6347084218,D,COR/USD,2018-01-16 10:06:37.147000000,3.465000,3.467500
6347088337,D,COR/USD,2018-01-16 10:07:46.647000000,3.466300,3.468800
6347088351,D,COR/USD,2018-01-16 10:07:46.897000000,3.467500,3.470000
6347088689,D,COR/USD,2018-01-16 10:07:51.897000000,3.465000,3.467500
6347101798,D,COR/USD,2018-01-16 10:11:21.897000000,3.462500,3.465000
6347101887,D,COR/USD,2018-01-16 10:11:24.147000000,3.465000,3.467500
6347101924,D,COR/USD,2018-01-16 10:11:25.897000000,3.463800,3.466300
6347101936,D,COR/USD,2018-01-16 10:11:26.147000000,3.462500,3.465000
6347102510,D,COR/USD,2018-01-16 10:11:36.413000000,3.465000,3.467500
6347104209,D,COR/USD,2018-01-16 10:12:06.397000000,3.462500,3.465000
6347104511,D,COR/USD,2018-01-16 10:12:11.147000000,3.463800,3.466300
6347104527,D,COR/USD,2018-01-16 10:12:11.413000000,3.465000,3.467500
6347104623,D,COR/USD,2018-01-16 10:12:12.897000000,3.463800,3.466300
6347104632,D,COR/USD,2018-01-16 10:12:13.147000000,3.462500,3.465000
6347104843,D,COR/USD,2018-01-16 10:12:16.397000000,3.463800,3.466300
6347104869,D,COR/USD,2018-01-16 10:12:16.647000000,3.465000,3.467500
6347106953,D,COR/USD,2018-01-16 10:13:06.647000000,3.462500,3.465000
6347107263,D,COR/USD,2018-01-16 10:13:12.147000000,3.463800,3.466300
6347107284,D,COR/USD,2018-01-16 10:13:12.397000000,3.465000,3.467500
6347108973,D,COR/USD,2018-01-16 10:13:41.147000000,3.463800,3.466300
6347108993,D,COR/USD,2018-01-16 10:13:41.397000000,3.462500,3.465000
6347109314,D,COR/USD,2018-01-16 10:13:49.897000000,3.465000,3.467500
6347109379,D,COR/USD,2018-01-16 10:13:51.897000000,3.462500,3.465000
6347109437,D,COR/USD,2018-01-16 10:13:54.147000000,3.465000,3.467500
6347110005,D,COR/USD,2018-01-16 10:14:07.147000000,3.462500,3.465000
6347110121,D,COR/USD,2018-01-16 10:14:10.147000000,3.465000,3.467500
6347110134,D,COR/USD,2018-01-16 10:14:10.397000000,3.462500,3.467500
6347110170,D,COR/USD,2018-01-16 10:14:11.647000000,3.463800,3.466300
6347110176,D,COR/USD,2018-01-16 10:14:11.897000000,3.465000,3.467500
6347110197,D,COR/USD,2018-01-16 10:14:12.647000000,3.463800,3.466300
6347110202,D,COR/USD,2018-01-16 10:14:12.897000000,3.462500,3.465000
6347112020,D,COR/USD,2018-01-16 10:14:46.397000000,3.465000,3.467500
6347113825,D,COR/USD,2018-01-16 10:15:22.147000000,3.462500,3.465000
6347113853,D,COR/USD,2018-01-16 10:15:22.397000000,3.465000,3.467500
6347114820,D,COR/USD,2018-01-16 10:15:35.897000000,3.463800,3.466300
6347114837,D,COR/USD,2018-01-16 10:15:36.147000000,3.462500,3.465000
6347115186,D,COR/USD,2018-01-16 10:15:41.897000000,3.463800,3.466300
6347115213,D,COR/USD,2018-01-16 10:15:42.160000000,3.462500,3.465000
6347115446,D,COR/USD,2018-01-16 10:15:46.647000000,3.462500,3.467500
6347115705,D,COR/USD,2018-01-16 10:15:52.397000000,3.462500,3.465000
6347154974,D,COR/USD,2018-01-16 10:27:10.143000000,3.463800,3.466300
6347154986,D,COR/USD,2018-01-16 10:27:10.393000000,3.465000,3.467500
6347158432,D,COR/USD,2018-01-16 10:28:05.393000000,3.467500,3.470000
6347158510,D,COR/USD,2018-01-16 10:28:06.393000000,3.466300,3.468800
6347158517,D,COR/USD,2018-01-16 10:28:06.643000000,3.467500,3.470000
6347158680,D,COR/USD,2018-01-16 10:28:12.643000000,3.465000,3.467500
6347161977,D,COR/USD,2018-01-16 10:29:10.143000000,3.467500,3.470000
6347162319,D,COR/USD,2018-01-16 10:29:15.643000000,3.465000,3.467500
6347162472,D,COR/USD,2018-01-16 10:29:18.643000000,3.467500,3.470000
6347162923,D,COR/USD,2018-01-16 10:29:29.143000000,3.465000,3.467500
6347163663,D,COR/USD,2018-01-16 10:29:46.393000000,3.467500,3.470000
6347163737,D,COR/USD,2018-01-16 10:29:48.643000000,3.465000,3.467500
6347163912,D,COR/USD,2018-01-16 10:29:51.393000000,3.467500,3.470000
6347164328,D,COR/USD,2018-01-16 10:29:56.643000000,3.465000,3.467500
6347164407,D,COR/USD,2018-01-16 10:29:57.393000000,3.466300,3.468800
6347164442,D,COR/USD,2018-01-16 10:29:57.643000000,3.467500,3.470000
6347164559,D,COR/USD,2018-01-16 10:29:58.643000000,3.465000,3.467500
6347165057,D,COR/USD,2018-01-16 10:30:02.643000000,3.466300,3.468800
6347165086,D,COR/USD,2018-01-16 10:30:02.893000000,3.465000,3.467500
6347165505,D,COR/USD,2018-01-16 10:30:07.893000000,3.466300,3.468800
6347165519,D,COR/USD,2018-01-16 10:30:08.143000000,3.467500,3.470000
6347166411,D,COR/USD,2018-01-16 10:30:22.393000000,3.465000,3.467500
6347166425,D,COR/USD,2018-01-16 10:30:22.643000000,3.467500,3.470000
6347166576,D,COR/USD,2018-01-16 10:30:24.143000000,3.465000,3.467500
6347168954,D,COR/USD,2018-01-16 10:31:05.907000000,3.466300,3.468800
6347168997,D,COR/USD,2018-01-16 10:31:06.190000000,3.465000,3.467500
6347169462,D,COR/USD,2018-01-16 10:31:11.143000000,3.466300,3.468800
6347169475,D,COR/USD,2018-01-16 10:31:11.393000000,3.467500,3.470000
6347181716,D,COR/USD,2018-01-16 10:34:42.393000000,3.466300,3.468800
6347181728,D,COR/USD,2018-01-16 10:34:42.643000000,3.465000,3.467500
6347182236,D,COR/USD,2018-01-16 10:34:48.393000000,3.467500,3.470000
6347237785,D,COR/USD,2018-01-16 10:48:44.390000000,3.465000,3.467500
6347247693,D,COR/USD,2018-01-16 10:51:28.640000000,3.462500,3.465000
6347248195,D,COR/USD,2018-01-16 10:51:39.640000000,3.463800,3.466300
6347248209,D,COR/USD,2018-01-16 10:51:39.890000000,3.462500,3.465000
6347260726,D,COR/USD,2018-01-16 10:54:53.637000000,3.465000,3.467500
6347260874,D,COR/USD,2018-01-16 10:54:56.887000000,3.463800,3.466300
6347260886,D,COR/USD,2018-01-16 10:54:57.137000000,3.462500,3.465000
6347269643,D,COR/USD,2018-01-16 10:56:53.387000000,3.463800,3.466300
6347269662,D,COR/USD,2018-01-16 10:56:53.637000000,3.465000,3.467500
6347286156,D,COR/USD,2018-01-16 10:59:48.637000000,3.463800,3.466300
6347286180,D,COR/USD,2018-01-16 10:59:48.887000000,3.465000,3.467500
6347310848,D,COR/USD,2018-01-16 11:04:26.887000000,3.463800,3.466300
6347310914,D,COR/USD,2018-01-16 11:04:27.387000000,3.465000,3.467500
6347310997,D,COR/USD,2018-01-16 11:04:28.137000000,3.463800,3.466300
6347311030,D,COR/USD,2018-01-16 11:04:28.387000000,3.462500,3.465000
6347311061,D,COR/USD,2018-01-16 11:04:28.887000000,3.465000,3.467500
6347326334,D,COR/USD,2018-01-16 11:09:00.137000000,3.462500,3.465000
6347328247,D,COR/USD,2018-01-16 11:09:23.653000000,3.463800,3.466300
6347328292,D,COR/USD,2018-01-16 11:09:23.903000000,3.465000,3.467500
6347328720,D,COR/USD,2018-01-16 11:09:28.403000000,3.462500,3.465000
6347332606,D,COR/USD,2018-01-16 11:10:26.637000000,3.463800,3.466300
6347332619,D,COR/USD,2018-01-16 11:10:26.887000000,3.465000,3.467500
6347333460,D,COR/USD,2018-01-16 11:10:40.637000000,3.462500,3.465000
6347333754,D,COR/USD,2018-01-16 11:10:43.137000000,3.465000,3.467500
6347336418,D,COR/USD,2018-01-16 11:11:33.887000000,3.463800,3.466300
6347336430,D,COR/USD,2018-01-16 11:11:34.137000000,3.462500,3.465000
6347337721,D,COR/USD,2018-01-16 11:11:49.650000000,3.465000,3.467500
6347350918,D,COR/USD,2018-01-16 11:15:18.387000000,3.462500,3.465000
6347351243,D,COR/USD,2018-01-16 11:15:22.137000000,3.465000,3.467500
6347352613,D,COR/USD,2018-01-16 11:15:39.387000000,3.463800,3.466300
6347352644,D,COR/USD,2018-01-16 11:15:39.637000000,3.462500,3.465000
6347352888,D,COR/USD,2018-01-16 11:15:43.387000000,3.465000,3.467500
6347355262,D,COR/USD,2018-01-16 11:16:13.150000000,3.463800,3.466300
6347355311,D,COR/USD,2018-01-16 11:16:13.400000000,3.462500,3.465000
6347355402,D,COR/USD,2018-01-16 11:16:14.133000000,3.463800,3.466300
6347355415,D,COR/USD,2018-01-16 11:16:14.383000000,3.462500,3.465000
6347355659,D,COR/USD,2018-01-16 11:16:17.383000000,3.465000,3.467500
6347355851,D,COR/USD,2018-01-16 11:16:21.133000000,3.463800,3.466300
6347355878,D,COR/USD,2018-01-16 11:16:21.383000000,3.462500,3.465000
6347368243,D,COR/USD,2018-01-16 11:19:57.383000000,3.460000,3.462500
6347368997,D,COR/USD,2018-01-16 11:20:08.633000000,3.461300,3.463800
6347369015,D,COR/USD,2018-01-16 11:20:08.883000000,3.460000,3.462500
6347369817,D,COR/USD,2018-01-16 11:20:20.133000000,3.461300,3.463800
6347369834,D,COR/USD,2018-01-16 11:20:20.383000000,3.462500,3.465000
6347369911,D,COR/USD,2018-01-16 11:20:21.883000000,3.460000,3.462500
6347369969,D,COR/USD,2018-01-16 11:20:24.633000000,3.462500,3.465000
6347371456,D,COR/USD,2018-01-16 11:20:55.383000000,3.461300,3.463800
6347371474,D,COR/USD,2018-01-16 11:20:55.633000000,3.460000,3.462500
6347371605,D,COR/USD,2018-01-16 11:20:58.383000000,3.462500,3.465000
6347371612,D,COR/USD,2018-01-16 11:20:58.633000000,3.461300,3.463800
6347371616,D,COR/USD,2018-01-16 11:20:58.883000000,3.460000,3.465000
6347371623,D,COR/USD,2018-01-16 11:20:59.133000000,3.462500,3.465000
6347372563,D,COR/USD,2018-01-16 11:21:18.883000000,3.460000,3.462500
6347372707,D,COR/USD,2018-01-16 11:21:21.883000000,3.461300,3.463800
6347372726,D,COR/USD,2018-01-16 11:21:22.383000000,3.460000,3.462500
6347372777,D,COR/USD,2018-01-16 11:21:23.383000000,3.462500,3.465000
6347381566,D,COR/USD,2018-01-16 11:24:14.633000000,3.461300,3.463800
6347381573,D,COR/USD,2018-01-16 11:24:14.883000000,3.460000,3.462500
6347382896,D,COR/USD,2018-01-16 11:24:40.383000000,3.462500,3.465000
6347382951,D,COR/USD,2018-01-16 11:24:42.133000000,3.460000,3.462500
6347408785,D,COR/USD,2018-01-16 11:33:07.630000000,3.461300,3.463800
6347408795,D,COR/USD,2018-01-16 11:33:07.880000000,3.460000,3.462500
6347408803,D,COR/USD,2018-01-16 11:33:08.130000000,3.462500,3.465000
6347409095,D,COR/USD,2018-01-16 11:33:19.130000000,3.461300,3.463800
6347409104,D,COR/USD,2018-01-16 11:33:19.630000000,3.462500,3.465000
6347409397,D,COR/USD,2018-01-16 11:33:23.880000000,3.460000,3.462500
6347410411,D,COR/USD,2018-01-16 11:33:45.880000000,3.462500,3.465000
6347410763,D,COR/USD,2018-01-16 11:33:52.880000000,3.460000,3.462500
6347410892,D,COR/USD,2018-01-16 11:33:56.380000000,3.461300,3.463800
6347410899,D,COR/USD,2018-01-16 11:33:56.630000000,3.462500,3.465000
6347417308,D,COR/USD,2018-01-16 11:36:02.630000000,3.460000,3.462500
6347418747,D,COR/USD,2018-01-16 11:36:35.130000000,3.462500,3.465000
6347418798,D,COR/USD,2018-01-16 11:36:36.630000000,3.460000,3.462500
6347419332,D,COR/USD,2018-01-16 11:36:53.630000000,3.462500,3.465000
6347419450,D,COR/USD,2018-01-16 11:36:56.130000000,3.461300,3.463800
6347419458,D,COR/USD,2018-01-16 11:36:56.380000000,3.460000,3.462500
